			F0	F0	F1	F1	GEN
W18	8.775510204081632	43	2.9829708119920633	2.0239223824379633	17.073436910295406	1.4804013934257412	0.0
W19	8.775510204081632	43	3.1363298505571	2.143795149314228	17.674624523045917	1.5501791761516817	0.0
W20	8.775510204081632	43	3.2893783949432174	2.2635004432506496	18.276190531673254	1.620336753937049	0.0
W21	8.775510204081632	43	3.4421515293634584	2.3830653633847656	18.878097581448955	1.6908317681007905	0.0
W22	8.775510204081632	43	3.594677755502692	2.5025059768592035	19.4803058996232	1.7616235853666584	0.0
W23	8.775510204081632	43	3.746982793253499	2.6218397326656304	20.08278596513744	1.8326804647170833	0.0
W24	8.775510204081632	43	3.8990887250486264	2.7410803010743616	20.685510923287243	1.9039743982926125	9.349822859761896e-09
W25	8.775510204081632	43	4.05101487196744	2.860239687071382	21.28845763247673	1.9754811355943684	1.5344050087513418e-06
W26	8.775510204081632	43	4.202786423570665	2.97940376690228	21.89166129702106	2.047176962319357	0.00026516171894167093
W27	8.775510204081632	43	4.354749696129488	3.101612793961321	22.497436807623952	2.119036157712128	0.011616851326699276
W28	8.775510204081632	43	4.507282811316714	3.230364330095554	23.108509448501067	2.191099586733519	0.046725775405726235
W29	8.775510204081632	43	4.659736855430698	3.3597374309254096	23.72029432552207	2.263368145094875	0.08437290833384625
W30	8.775510204081632	43	4.81204889463301	3.4890368527630566	24.332242262761216	2.3358304111469956	0.12207231347745344
W31	8.775510204081632	43	4.9642303891429655	3.618268632762474	24.944336568611202	2.4084728403094426	0.15979719437452578
W32	8.775510204081632	43	5.116292048010274	3.7474253879189643	25.556559973407932	2.481267848237192	0.19754564629128035
W33	8.775510204081632	43	5.268243702958349	3.8765282253370956	26.168907305607377	2.554213373492887	0.23531579532067226
W34	8.775510204081632	43	5.420094001220136	4.005577890637634	26.781367265133447	2.62729311609282	0.27310612133629625
W35	8.775510204081632	43	5.571850754537182	4.13457932816118	27.39393129219309	2.700496057162484	0.3109152061844201
W36	8.775510204081632	43	5.723521011095036	4.263536925509375	28.006591697307712	2.773812364822151	0.34874176049395306
W37	8.775510204081632	43	5.8751111231085895	4.392454544116722	28.619341489216865	2.8472332050933513	0.3865846142480199
W38	8.775510204081632	43	6.026626827372246	4.52133565567108	29.232174282911604	2.92075066319983	0.4244427088224278
W39	8.775510204081632	43	6.178073378195193	4.650183316493088	29.84508446219155	2.9943575772174684	0.46231505428670583
W40	8.775510204081632	43	6.329455471244049	4.779000230690568	30.458066632031656	3.0680474616976534	0.5002007193796716
W41	8.775510204081632	43	6.480777551559181	4.907788990018267	31.071116355727703	3.1418145229076444	0.5380989426228558
W42	8.775510204081632	43	6.632043472137185	5.036551679589971	31.684228876425962	3.2156533755252044	0.5760089463659563
W43	8.775510204081632	43	6.783256882380103	5.165290336034494	32.29740035518772	3.289559199652379	0.6139300330607034
W44	8.775510204081632	43	6.93442109472055	5.294006761077485	32.91062710291107	3.3635275786812864	0.6518615638197485
W45	8.775510204081632	43	7.085541283694164	5.422699058475288	33.52390443021883	3.437551293735481	0.6898030612637316
W46	8.775510204081632	43	7.236613871045701	5.551379276014843	34.13723323235392	3.5116361786707184	0.727753622031067
W47	8.775510204081632	43	7.387647815790328	5.680038189212876	34.75060663914726	3.585769308197601	0.7657130925781732
W48	8.775510204081632	43	7.538643371824901	5.808680543786754	35.36402334362189	3.6599507398899584	0.8036808832584574
W49	8.775510204081632	43	7.689602742282466	5.937307461772464	35.97748088586243	3.7341776020943005	0.8416565534224777
W50	8.775510204081632	43	7.840527960275652	6.065919954827948	36.590977033428466	3.8084472405147225	0.8796396901132739
W51	8.775510204081632	43	7.991420915616762	6.194518965356405	37.2045096429612	3.882757211428374	0.917629924159117
W52	8.775510204081632	43	8.14228336054863	6.323105348771984	37.81807678129	3.9571052477810875	0.9556268911176745
W53	8.775510204081632	43	8.29311611917286	6.451679359122368	38.43167205202013	4.031487953424808	0.9936303024125277
W54	8.775510204081632	43	8.443923118341326	6.580243324718701	39.04530748971845	4.105907274133689	1.031639725852498
W55	8.775510204081632	43	8.59470335772875	6.708796311543514	39.65896778961773	4.180357506433238	1.0696549910489017
W56	8.775510204081632	43	8.745458959867948	6.837339457473577	40.27265605397025	4.254838259376515	1.1076757872423901
W57	8.775510204081632	43	8.896191148942245	6.9658733739165895	40.886370902194344	4.329347979002235	1.1457018565447254
W58	8.775510204081632	43	9.046901080721963	7.094398548311517	41.50011106135759	4.403885190058493	1.1837329594083856
W59	8.775510204081632	43	9.197589828564789	7.22291548567948	42.113875293403694	4.478448525913262	1.221768873043439
W60	8.775510204081632	43	9.348258400653581	7.351424638787442	42.72766249795585	4.553036716250187	1.2598093829069805
W61	8.775510204081632	43	9.498907742998526	7.479926427087462	43.341471599015684	4.62764856004628	1.2978542855009816
W62	8.775510204081632	43	9.649538741441932	7.6084212536010085	43.955301602235274	4.702282941937831	1.3359034008686574
W63	8.775510204081632	43	9.800152232497151	7.736909474016969	44.56915156579703	4.776938804996749	1.3739565406090417
W64	8.775510204081632	43	9.950749000372747	7.865391425542238	45.18302061762677	4.851615169104804	1.412013541754891
W65	8.775510204081632	43	10.101329779863661	7.993867452843758	45.79690790189731	4.926311103034175	1.45007424375708
W66	8.775510204081632	43	10.251895271133563	8.122337825787016	46.410812657564044	5.00102573615418	1.4881385006255887
W67	8.775510204081632	43	10.402446128823037	8.250802834472935	47.024734136430865	5.075758248997957	1.5262061666019868
W68	8.775510204081632	43	10.55298297230428	8.379262738908148	47.63867163950431	5.150507866878313	1.5642771076559285
W69	8.775510204081632	43	10.70350638694626	8.507717783675796	48.25262450437076	5.225273859731051	1.6023511947893219
W70	8.775510204081632	43	10.854016924846476	8.636168198653367	48.86659211081568	5.300055539578972	1.6404283112457825
W71	8.775510204081632	43	11.004515110231045	8.764614199138995	49.4805738631478	5.374852255616849	1.6785083375672984
W72	8.775510204081632	43	11.155001437961829	8.893055987281329	50.094569201573854	5.449663391611491	1.7165911662583129
W73	8.775510204081632	43	11.3054763779319	9.021493755827334	50.70857759481346	5.524488366812485	1.7546766944115484
W74	8.775510204081632	43	11.45594037500465	9.149927688275472	51.32259854600547	5.599326630547864	1.7927648442968835
W75	8.775510204081632	43	11.606393848818115	9.278357935828222	51.93663155574989	5.674177654387078	1.830855444679677
W76	8.775510204081632	43	11.756837203356593	9.406784675588396	52.55067619139464	5.749040949153462	1.8689484893062525
W77	8.775510204081632	43	11.907270818361674	9.535208055542089	53.16473201390219	5.823916045696432	1.9070438664011737
W78	8.775510204081632	43	12.057695057625786	9.663628216565854	53.77879860460254	5.898802493236605	1.945141493091365
W79	8.775510204081632	43	12.208110261155088	9.792045290624358	54.39287558724645	5.973699868491905	1.9832412887107966
W80	8.775510204081632	43	12.358516758260926	9.920459411044197	55.00696258474385	6.048607773156715	2.021343188884587
W81	8.775510204081632	43	12.508914866738065	10.04887068575591	55.621059225542616	6.123525811593784	2.0594471043023623
W82	8.775510204081632	43	12.659304874515957	10.177279242905552	56.23516519553006	6.198453632815825	2.097552982877616
W83	8.775510204081632	43	12.809687071376704	10.305685183829477	56.84928015753593	6.273390879902124	2.1356607557865073
W84	8.775510204081632	43	12.960061726899474	10.434088613943059	57.4634038088519	6.348337224433134	2.173770369804514
W85	8.775510204081632	43	13.110429097376809	10.562489626370995	58.07753585155662	6.423292347666972	2.2118817433357534
W86	8.775510204081632	43	13.2607894314741	10.690888317906586	58.691676007782675	6.498255949529373	2.249994842274689
W87	8.775510204081632	43	13.411142963831178	10.819284773929034	59.30582400886722	6.573227743797527	2.288109603386351
W88	8.775510204081632	43	13.561489919821216	10.947679079877508	59.91997959176102	6.648207447509627	2.3262259675382224
W89	8.775510204081632	43	13.711830514845802	11.076071311931821	60.53414252349693	6.723194808213527	2.364343901797803
W90	8.775510204081632	43	13.862164951081384	11.20446154451036	61.14831254510781	6.798189564455049	2.4024632963486487
W91	8.775510204081632	43	14.012493429515049	11.3328498276079	61.76248944654337	6.873191475674714	2.440584115919751
W92	8.775510204081632	43	14.162816151947776	11.461236327887702	62.37667304681699	6.948200333886211	2.47870658873265
W93	8.775510204081632	43	14.313133279692511	11.589620999752807	62.99086307926534	7.023215890106265	2.5168303027010803
W94	8.775510204081632	43	14.46344499255148	11.718003943722792	63.60505937514455	7.098237944576282	2.5549553580378155
W95	8.775510204081632	43	14.613751458877406	11.846385221385221	64.21926173674557	7.1732662934708475	2.593081713734205
W96	8.775510204081632	43	14.764052837955294	11.974764889291318	64.83346998324087	7.248300742993786	2.631209332833058
W97	8.775510204081632	43	14.914349283197975	12.103143001934546	65.44768393934679	7.323341106911146	2.6693381799442335
W98	8.775510204081632	43	15.064640941731675	12.231519611447116	66.06190343647415	7.398387206834817	2.7074682196239204
W99	8.775510204081632	43	15.214927955277313	12.359894767384105	66.67612831129733	7.473438869531015	2.7455994177662997
W0	8.979591836734695	44	0.08544567274029681	9.074121070780991e-09	6.4200252026895	0.2725588490528743	0.0
W1	8.979591836734695	44	0.24506452145384347	2.8541927391880117e-05	7.011988923230981	0.4086456074879994	0.0
W2	8.979591836734695	44	0.40872938411705784	0.014674506378911897	7.601770104366565	0.5342979486336048	0.0
W3	8.979591836734695	44	0.5826406964561324	0.13928637178110226	8.177601677308777	0.5800605586454758	0.0
W4	8.979591836734695	44	0.755662161862606	0.28054727684538067	8.754588407460743	0.6173261285607049	0.0
W5	8.979591836734695	44	0.9252080479312687	0.41636222181034505	9.335997092802216	0.661910017656602	0.0
W6	8.979591836734695	44	1.0918259540758535	0.5482185620341615	9.921039267719916	0.7119791076891826	0.0
W7	8.979591836734695	44	1.256039218160163	0.6772156511066065	10.509028828215875	0.7661815352660998	0.0
W8	8.979591836734695	44	1.4182798914368882	0.8041027842268144	11.09942167539481	0.8235651575165889	0.0
W9	8.979591836734695	44	1.578894338844569	0.9294015685844589	11.691790020401518	0.8834443140979242	0.0
W10	8.979591836734695	44	1.7381584016197946	1.05348300458086	12.28579677085682	0.9453144637779731	0.0
W11	8.979591836734695	44	1.8962922406048084	1.176616294300145	12.881174487543356	1.0087969385991762	0.0
W12	8.979591836734695	44	2.053472622712123	1.2990003702653241	13.477709181029471	1.0736024420404804	0.0
W13	8.979591836734695	44	2.2098425201390173	1.4207846879727957	14.075228080811591	1.1395063996929038	0.0
W14	8.979591836734695	44	2.3655188024164424	1.5420833055258418	14.67359052389145	1.2063319430701116	0.0
W15	8.979591836734695	44	2.52059632249148	1.662984129086443	15.272680672551484	1.2739380613775897	0.0
W16	8.979591836734695	44	2.6751518666825835	1.7835545040975822	15.87240111200491	1.3422091357598367	0.0
W17	8.979591836734695	44	2.829261625456165	1.903854562338607	16.472677453367638	1.411057448533607	0.0
W18	8.979591836734695	44	2.9829699253959863	2.023922292630118	17.073436823076463	1.4804012231427848	0.0
W19	8.979591836734695	44	3.136328729486749	2.1438001304350953	17.674625010046128	1.5501816459036277	0.0
W20	8.979591836734695	44	3.2893787073453415	2.263501645007554	18.27619195073847	1.6203376231282738	0.0
W21	8.979591836734695	44	3.4421515296723975	2.383065364919187	18.878097582018935	1.6908317691609227	0.0
W22	8.979591836734695	44	3.594671906233381	2.5025035895900465	19.480312812269034	1.7616224449585214	0.0
W23	8.979591836734695	44	3.7469827931552047	2.621839732680585	20.082785965074	1.8326804646974275	0.0
W24	8.979591836734695	44	3.8990887247946633	2.7410802996488086	20.685510922102207	1.9039743985578264	4.571675266430608e-09
W25	8.979591836734695	44	4.051014853794601	2.8602395082690215	21.288457512090766	1.9754811512369874	9.596679031197836e-07
W26	8.979591836734695	44	4.202784716753365	2.9793881324129297	21.891649856143207	2.0471775327359776	0.00021169992113096825
W27	8.979591836734695	44	4.354743178866818	3.1015526883734825	22.49739148850726	2.119037118780423	0.01140607185296697
W28	8.979591836734695	44	4.5072835989999875	3.230362069609728	23.108508045014727	2.1910996480280676	0.04671888605746861
W29	8.979591836734695	44	4.6597361073075945	3.35973787230075	23.72029385267777	2.2633684665639175	0.08437284546771585
W30	8.979591836734695	44	4.8120505099508355	3.489039650733464	24.332249178835017	2.3358323029849637	0.12207216152339337
W31	8.979591836734695	44	4.964230346507643	3.6182637490222493	24.94433477349183	2.408468897799433	0.15979724119827354
W32	8.979591836734695	44	5.11629204798726	3.7474253835560627	25.55655997541114	2.4812678452193557	0.1975456462422967
W33	8.979591836734695	44	5.268243594370172	3.8765280230894783	26.16890752837851	2.5542128563404134	0.23531579701834235
W34	8.979591836734695	44	5.420094001269538	4.005577886714494	26.78136726220024	2.627293112516677	0.27310612147831304
W35	8.979591836734695	44	5.571850757352683	4.13457932912475	27.393931304333847	2.700496057501184	0.31091520570143927
W36	8.979591836734695	44	5.723521006214547	4.2635369239389975	28.006591696236423	2.7738123640714414	0.3487417609254343
W37	8.979591836734695	44	5.8751111093574835	4.392454561488595	28.619341478574455	2.8472332191472494	0.3865846130919958
W38	8.979591836734695	44	6.026626827536488	4.521335660076069	29.232174360459705	2.9207506677260042	0.42444268974422483
W39	8.979591836734695	44	6.178073377134576	4.6501833189119335	29.845084544115615	2.9943575813908025	0.46231501077722503
W40	8.979591836734695	44	6.329455523228664	4.779000301661587	30.45806687272258	3.068047498582418	0.5002007177017841
W41	8.979591836734695	44	6.4807745522888025	4.907784879094141	31.07111399179606	3.14180873438027	0.5380988778914467
W42	8.979591836734695	44	6.63204347221081	5.036551680092753	31.684228876717366	3.21565337610825	0.5760089463239176
W43	8.979591836734695	44	6.783256879962618	5.165290336232246	32.2974003429123	3.2895592001229756	0.6139300351255372
W44	8.979591836734695	44	6.934421094317042	5.294006758393013	32.910627100960355	3.363527576171707	0.651861564424586
W45	8.979591836734695	44	7.0855391517897806	5.422702574634872	33.52390571956727	3.4375544657409556	0.6898029430544691
W46	8.979591836734695	44	7.2366138710771395	5.551379273989168	34.13723323147593	3.5116361767318445	0.7277536222172133
W47	8.979591836734695	44	7.387647815532345	5.6800381878383	34.75060664053374	3.5857693074147208	0.7657130924073638
W48	8.979591836734695	44	7.5386433722552315	5.808680544900476	35.36402334307112	3.659950739740493	0.8036808813805904
W49	8.979591836734695	44	7.689602743327379	5.937307458274752	35.97748090252601	3.7341775997179525	0.8416565493684084
W50	8.979591836734695	44	7.840527959906284	6.065919955128168	36.59097703002593	3.8084472408874532	0.8796396924297949
W51	8.979591836734695	44	7.991420915662733	6.194518965640555	37.20450964317498	3.8827572118416525	0.9176299240823181
W52	8.979591836734695	44	8.142283360697233	6.323105348850035	37.81807678146899	3.957105248234667	0.9556268912732514
W53	8.979591836734695	44	8.293116923027897	6.451679893502918	38.43167662739787	4.031489251435373	0.9936302613934402
W54	8.979591836734695	44	8.443923118225005	6.580243324512735	39.0453074898389	4.10590727348348	1.0316397245574762
W55	8.979591836734695	44	8.594703357645088	6.708796311240161	39.65896778888095	4.180357505553995	1.0696549912878275
W56	8.979591836734695	44	8.745458958006433	6.8373394725125545	40.272656053063585	4.25483826523057	1.1076757868243814
W57	8.979591836734695	44	8.89619114949866	6.965873374141708	40.88637090512511	4.329347980265093	1.1457018578159686
W58	8.979591836734695	44	9.046901081333266	7.09439855097589	41.50011104110895	4.403885188264039	1.1837329637786687
W59	8.979591836734695	44	9.197589828093728	7.222915485628658	42.11387530069238	4.478448531042648	1.2217688757438914
W60	8.979591836734695	44	9.348258400266944	7.351424637322404	42.727662498172556	4.553036716083844	1.2598093808418025
W61	8.979591836734695	44	9.498907741933733	7.479926431598611	43.341471598771214	4.627648560991915	1.2978542863149036
W62	8.979591836734695	44	9.64953874167387	7.608421252732344	43.95530160064694	4.702282940015504	1.3359033973782986
W63	8.979591836734695	44	9.800152232056442	7.736909472615873	44.569151564895535	4.77693880397822	1.3739565330448302
W64	8.979591836734695	44	9.950748998573717	7.86539143430646	45.18302060818219	4.85161516613137	1.4120135402945475
W65	8.979591836734695	44	10.10132978009272	7.99386744891362	45.79690790245415	4.926311099834405	1.4500742462170881
W66	8.979591836734695	44	10.251895271164626	8.122337825927495	46.41081265766092	5.0010257363582316	1.4881385007520205
W67	8.979591836734695	44	10.40244612877414	8.25080283468369	47.0247341364699	5.075758249082187	1.526206166690588
W68	8.979591836734695	44	10.552982899373264	8.379260518366769	47.638670020208195	5.150504002779334	1.564277325222435
W69	8.979591836734695	44	10.703506385547156	8.507717783258737	48.252624510893256	5.2252738610100105	1.602351198365401
W70	8.979591836734695	44	10.85401692484945	8.636168197671495	48.866592112162714	5.300055540943644	1.6404283106018762
W71	8.979591836734695	44	11.004515110044684	8.764614197681151	49.48057386273546	5.374852255211424	1.6785083338092126
W72	8.979591836734695	44	11.155001437809869	8.89305598744638	50.09456920099879	5.449663391778882	1.716591161403413
W73	8.979591836734695	44	11.305476376935795	9.021493754320833	50.708577594665854	5.524488365917051	1.7546766854550868
W74	8.979591836734695	44	11.455940370384182	9.149927660593292	51.322598520667476	5.599326620106558	1.7927647369124393
W75	8.979591836734695	44	11.606393848563096	9.278357933961665	51.93663155744575	5.674177655512205	1.8308554444086131
W76	8.979591836734695	44	11.756837204469015	9.406784681096616	52.550676190116185	5.749040955035184	1.8689484954339952
W77	8.979591836734695	44	11.907270820235073	9.535208057669472	53.16473200699236	5.823916043636419	1.907043867508145
W78	8.979591836734695	44	12.057695056023721	9.663628215001873	53.77879860943985	5.898802492534555	1.9451414897789283
W79	8.979591836734695	44	12.208110260579247	9.79204529005979	54.392875589408966	5.973699869067851	1.9832412884731003
W80	8.979591836734695	44	12.358516760069755	9.920459407060815	55.00696257959147	6.048607770398322	2.0213431823650856
W81	8.979591836734695	44	12.508914864924488	10.048870686869176	55.62105922924758	6.123525814038562	2.0594471031255694
W82	8.979591836734695	44	12.659304874653502	10.177279243078797	56.235165194857736	6.19845363267297	2.0975529825035717
W83	8.979591836734695	44	12.80968707154065	10.305685184733777	56.8492801591556	6.273390880702348	2.1356607603842077
W84	8.979591836734695	44	12.96006172533987	10.434088610980838	57.463403806903884	6.3483372228883646	2.1737703543005376
W85	8.979591836734695	44	13.110429097365838	10.562489626223439	58.077535851973934	6.423292347538257	2.2118817442114884
W86	8.979591836734695	44	13.260789430317356	10.690888316058006	58.69167600792515	6.49825595158059	2.24999483294651
W87	8.979591836734695	44	13.411142963579582	10.819284774079899	59.30582400753571	6.573227742020167	2.288109599662176
W88	8.979591836734695	44	13.561489919526421	10.947679079686297	59.91997959436917	6.648207449219269	2.326225969791933
W89	8.979591836734695	44	13.711830514043484	11.076071317331097	60.53414251955172	6.723194807843887	2.3643438982130216
W90	8.979591836734695	44	13.862164955297153	11.204461552608874	61.14831255598799	6.798189566936099	2.4024633481115325
W91	8.979591836734695	44	14.012493437649988	11.33284986802647	61.76248946917352	6.873191485989144	2.4405842563640645
W92	8.979591836734695	44	14.162816151936603	11.461236327893042	62.37667304686305	6.94820033393366	2.4787065886802426
W93	8.979591836734695	44	14.313133279030207	11.589620999055542	62.990863081829765	7.023215890564867	2.516830303304391
W94	8.979591836734695	44	14.46344499232205	11.718003943361456	63.60505937580094	7.09823794466528	2.5549553576408233
W95	8.979591836734695	44	14.613751458974914	11.846385221534558	64.21926173643959	7.173266293406997	2.5930817139000313
W96	8.979591836734695	44	14.764052838184059	11.97476488948902	64.83346998323685	7.248300742924393	2.6312093342057716
W97	8.979591836734695	44	14.914349283249926	12.103143001911391	65.44768393860524	7.323341106443994	2.6693381787871533
W98	8.979591836734695	44	15.064640941797707	12.231519611328233	66.06190343600319	7.398387206257337	2.707468219197013
W99	8.979591836734695	44	15.214927955264404	12.359894767285938	66.67612831168458	7.473438869724535	2.7455994181794257
W0	9.183673469387756	45	0.08487025753249662	4.611143333975501e-09	6.420478243991807	0.27257778043237907	0.0
W1	9.183673469387756	45	0.24503960457449728	1.970745007077301e-05	7.01200972638016	0.4086541170535119	0.0
W2	9.183673469387756	45	0.408617258734313	0.01385681256872582	7.601918703586268	0.5349308285475672	0.0
W3	9.183673469387756	45	0.5826331909335604	0.13924448790851962	8.177610981281086	0.58009426056816	0.0
W4	9.183673469387756	45	0.7556620497347412	0.280546717393873	8.75458753810332	0.6173264500325669	0.0
W5	9.183673469387756	45	0.9252080452336838	0.4163622128565199	9.335997097854566	0.6619100270525644	0.0
W6	9.183673469387756	45	1.091825954092107	0.5482185617819967	9.921039267581303	0.7119791079635109	0.0
W7	9.183673469387756	45	1.2560392206993767	0.6772156521604062	10.509028829252069	0.7661815338689355	0.0
W8	9.183673469387756	45	1.4182798914144135	0.804102784221676	11.099421675402398	0.8235651575205338	0.0
W9	9.183673469387756	45	1.578894338911423	0.929401568597079	11.691790020507096	0.8834443141032808	0.0
W10	9.183673469387756	45	1.73815840149279	1.0534830044715204	12.285796770728794	0.9453144637650592	0.0
W11	9.183673469387756	45	1.8962922410398244	1.1766162945428542	12.881174487731657	1.0087969387771951	0.0
W12	9.183673469387756	45	2.053473025217934	1.2990004520657517	13.477709274053927	1.0736024343446182	0.0
W13	9.183673469387756	45	2.209842548332091	1.4207846977885559	14.075227877314482	1.1395064033651272	0.0
W14	9.183673469387756	45	2.3655184936046316	1.5420832323622702	14.673590452347607	1.2063319636813772	0.0
W15	9.183673469387756	45	2.5205960068741633	1.6629840368371187	15.272680603427585	1.273938100020933	0.0
W16	9.183673469387756	45	2.6751553134898836	1.7835563583921563	15.872402968905853	1.3422108368189105	0.0
W17	9.183673469387756	45	2.8292616232431773	1.903854543995788	16.472677446753018	1.4110574363614765	0.0
W18	9.183673469387756	45	2.9829708121224217	2.023922382438299	17.07343691033086	1.4804013934629994	0.0
W19	9.183673469387756	45	3.1363298511910185	2.1437951538312485	17.67462452504693	1.5501791791846296	0.0
W20	9.183673469387756	45	3.2893786911614313	2.263501590422999	18.276191874061194	1.6203375836136331	0.0
W21	9.183673469387756	45	3.4421515296174188	2.3830653644456268	18.87809758184468	1.690831768831181	0.0
W22	9.183673469387756	45	3.594677759163227	2.5025059939074277	19.48030590623512	1.7616235970071343	0.0
W23	9.183673469387756	45	3.7469828913531242	2.62183963501079	20.08278626160814	1.8326804561371288	0.0
W24	9.183673469387756	45	3.8990887247493053	2.7410802987889245	20.68551092183866	1.903974398631956	2.2042001357617376e-09
W25	9.183673469387756	45	4.051014839611248	2.8602393999010167	21.288457440396567	1.9754811610203562	6.152685953936952e-07
W26	9.183673469387756	45	4.202783397002828	2.9793760426628606	21.891641007444836	2.0471779723580807	0.00017035191406403807
W27	9.183673469387756	45	4.354736896608598	3.1014947284151675	22.497347776586064	2.1190380363031216	0.011202772735115064
W28	9.183673469387756	45	4.507282431625445	3.2303606819425172	23.10850682730173	2.191099756398742	0.04671352436063392
W29	9.183673469387756	45	4.65973685155201	3.3597374029578884	23.720294301276702	2.2633681471599143	0.08437282159507217
W30	9.183673469387756	45	4.812048934738976	3.4890369472285467	24.332242456524035	2.335830475949196	0.12207230904961047
W31	9.183673469387756	45	4.964230343891216	3.6182637304094225	24.944334766642246	2.408468883914921	0.15979724063911252
W32	9.183673469387756	45	5.116292047909803	3.747425386007574	25.55655997452898	2.4812678469308977	0.19754564627624446
W33	9.183673469387756	45	5.268243703320981	3.8765282264713075	26.1689073062991	2.5542133746668183	0.23531579528906582
W34	9.183673469387756	45	5.4200940020347375	4.005577890142735	26.78136726388916	2.6272931155990165	0.27310612139281054
W35	9.183673469387756	45	5.571850756227758	4.134579328865588	27.393931298277284	2.7004960575101293	0.3109152059366364
W36	9.183673469387756	45	5.723520023900068	4.263540350040318	28.006594476012868	2.773814603845525	0.34874149156948575
W37	9.183673469387756	45	5.875111109635003	4.392454545112507	28.61934149542518	2.8472332062746863	0.386584614034353
W38	9.183673469387756	45	6.026626819244471	4.521335658523862	29.23217433425381	2.9207506677359634	0.42444269854563244
W39	9.183673469387756	45	6.178073364376204	4.650183315542236	29.84508449558314	2.994357577633195	0.4623150432144427
W40	9.183673469387756	45	6.329455486771826	4.779000253962542	30.4580667172591	3.068047475826807	0.5002007174245192
W41	9.183673469387756	45	6.480777548519783	4.907788999531074	31.071116334688398	3.1418145286439816	0.5380989353015606
W42	9.183673469387756	45	6.632043472148904	5.036551679760825	31.684228876532696	3.215653375726092	0.5760089463526034
W43	9.183673469387756	45	6.783256882088711	5.165290336306091	32.29740035329238	3.289559199901738	0.613930033291724
W44	9.183673469387756	45	6.934421094837385	5.294006760865395	32.910627102623174	3.3635275783608836	0.6518615636870032
W45	9.183673469387756	45	7.085539163329744	5.42270258341611	33.52390578870391	3.4375544720086406	0.689802942965483
W46	9.183673469387756	45	7.236613871338975	5.551379275881977	34.13723323215712	3.5116361787445416	0.7277536219781964
W47	9.183673469387756	45	7.387647815944063	5.680038189923209	34.75060663837012	3.58576930855557	0.7657130926634135
W48	9.183673469387756	45	7.538643371981074	5.808680544425387	35.36402334393152	3.6599507402943985	0.8036808827987804
W49	9.183673469387756	45	7.689602739992668	5.937307461235323	35.97748088849326	3.73417760194432	0.8416565536385746
W50	9.183673469387756	45	7.840528012267887	6.0659199952529335	36.59097749142347	3.808447348133621	0.8796396442886715
W51	9.183673469387756	45	7.991420915606663	6.194518965336344	37.20450964288796	3.882757211355364	0.9176299242322263
W52	9.183673469387756	45	8.14228336057912	6.323105348858632	37.81807678135527	3.9571052479593614	0.9556268911313166
W53	9.183673469387756	45	8.293116923228236	6.45167989316388	38.431676628349805	4.031489251237865	0.9936302621313404
W54	9.183673469387756	45	8.443923118458835	6.580243325238857	39.04530748977178	4.105907275319526	1.0316397273749998
W55	9.183673469387756	45	8.594703357746875	6.708796311513016	39.658967789973474	4.180357506837476	1.0696549910873108
W56	9.183673469387756	45	8.745458958659354	6.83733946743619	40.272656053071145	4.2548382621735845	1.1076757871991167
W57	9.183673469387756	45	8.896191148739453	6.965873373826645	40.88637090182239	4.329347977769843	1.145701854120786
W58	9.183673469387756	45	9.046901080608237	7.094398549306988	41.50011105481051	4.403885190403628	1.1837329609314344
W59	9.183673469387756	45	9.197589828609951	7.222915485532257	42.11387529158791	4.478448524760449	1.22176887177281
W60	9.183673469387756	45	9.34825840063923	7.351424639244378	42.727662497349854	4.553036716439511	1.2598093826927645
W61	9.183673469387756	45	9.498907742743137	7.479926428431194	43.34147159905275	4.627648560356587	1.2978542865866969
W62	9.183673469387756	45	9.649538741606973	7.608421252980692	43.95530160130195	4.702282940775767	1.3359033986935553
W63	9.183673469387756	45	9.800152232398371	7.736909473721501	44.56915156556949	4.776938804798348	1.3739565387165535
W64	9.183673469387756	45	9.95074899991076	7.865391430247422	45.1830206141715	4.851615169736309	1.412013540736598
W65	9.183673469387756	45	10.101329779725061	7.993867454057487	45.79690790146483	4.9263111036049	1.4500742431986848
W66	9.183673469387756	45	10.251895271107234	8.122337825725879	46.41081265754633	5.001025736095381	1.488138500492784
W67	9.183673469387756	45	10.402446128983463	8.250802833989633	47.02473413636525	5.075758248838596	1.5262061664908844
W68	9.183673469387756	45	10.552982972341502	8.379262738948201	47.638671639549294	5.15050786701529	1.5642771076815445
W69	9.183673469387756	45	10.703506386653979	8.507717783638794	48.25262450587512	5.225273859982372	1.6023511960122205
W70	9.183673469387756	45	10.854016924813124	8.636168198370761	48.86659211105014	5.300055539810024	1.640428310492971
W71	9.183673469387756	45	11.004515110438298	8.76461420207793	49.48057386311859	5.374852256335899	1.6785083422130735
W72	9.183673469387756	45	11.155001438140655	8.893055987530776	50.09456920234335	5.449663392293752	1.716591170369791
W73	9.183673469387756	45	11.305476377840181	9.021493755618426	50.708577594642556	5.524488366703101	1.7546766933353453
W74	9.183673469387756	45	11.45594037361994	9.14992768140742	51.32259853921031	5.59932662810323	1.792764814816218
W75	9.183673469387756	45	11.606393848947421	9.278357936382289	51.93663155485025	5.6741776535168045	1.8308554448289194
W76	9.183673469387756	45	11.756837203401625	9.40678467558919	52.55067619136011	5.749040949155806	1.8689484895084978
W77	9.183673469387756	45	11.907270818797016	9.535208056013495	53.16473201233781	5.82391604522099	1.907043866652583
